store_id,continuous_week_number,storetype_id,city_code,sales,revenue,stock_inicial,week_number,store_size,Probin1_very_low,Probin1_low,Probin1_moderate,Probin1_high,Probin1_very_high,Probin2_very_low,Probin2_high,Probin2_very_high,promo_discount_16,promo_discount_20,promo_discount_35,promo_discount_40,promo_discount_50,Primavera,Verao,Outono,Feriados
S0002,11.0,ST04,ADANA,841.558,2064.74,3125.0,11.0,39.0,67.0,55.0,36.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,12.0,ST04,ADANA,664.556,2001.88,2947.032,12.0,39.0,63.0,49.0,30.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,13.0,ST04,ADANA,627.346,1890.32,3176.692,13.0,39.0,79.0,57.0,24.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,14.0,ST04,ADANA,885.832,2375.89,3228.0,14.0,39.0,94.0,63.0,21.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,15.0,ST04,ADANA,665.64,1903.69,3173.0,15.0,39.0,109.0,69.0,25.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,16.0,ST04,ADANA,600.65,1976.66,3092.0,16.0,39.0,102.0,78.0,43.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,17.0,ST04,ADANA,538.1179999999999,1344.25,3161.0,17.0,39.0,84.0,84.0,44.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,18.0,ST04,ADANA,585.374,1890.46,3096.5,18.0,39.0,76.0,58.0,43.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,19.0,ST04,ADANA,576.448,2154.86,3059.758,19.0,39.0,76.0,42.0,46.0,28.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,20.0,ST04,ADANA,685.452,2550.11,3029.182,20.0,39.0,93.0,46.0,21.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,21.0,ST04,ADANA,724.51,6097.26,3086.694,21.0,39.0,107.0,49.0,9.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,22.0,ST04,ADANA,581.646,3626.28,3006.606,22.0,39.0,111.0,25.0,20.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,23.0,ST04,ADANA,578.452,3958.66,3187.766,23.0,39.0,109.0,7.0,30.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,24.0,ST04,ADANA,499.18,2472.34,3258.0,24.0,39.0,85.0,19.0,30.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,25.0,ST04,ADANA,580.182,1788.5,3454.452,25.0,39.0,76.0,31.0,24.0,48.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,26.0,ST04,ADANA,478.0,1603.02,3283.0,26.0,39.0,73.0,33.0,9.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
S0002,27.0,ST04,ADANA,513.504,2122.74,3445.0,27.0,39.0,66.0,43.0,0.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,28.0,ST04,ADANA,589.538,1734.0,3336.0,28.0,39.0,64.0,41.0,4.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
S0002,29.0,ST04,ADANA,552.674,1767.14,3167.0,29.0,39.0,63.0,40.0,7.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
S0002,30.0,ST04,ADANA,459.8,1551.87,3207.0,30.0,39.0,70.0,44.0,7.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,31.0,ST04,ADANA,524.088,1641.4,3089.0,31.0,39.0,87.0,38.0,7.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,32.0,ST04,ADANA,530.466,2206.39,3374.0,32.0,39.0,91.0,39.0,23.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,33.0,ST04,ADANA,591.4,1865.8200000000002,3590.0,33.0,39.0,102.0,42.0,35.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,34.0,ST04,ADANA,578.058,1963.6100000000001,3773.658,34.0,39.0,86.0,42.0,29.0,20.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,35.0,ST04,ADANA,622.888,2301.41,3735.382,35.0,39.0,83.0,48.0,17.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
S0002,36.0,ST04,ADANA,601.576,2105.77,3533.552,36.0,39.0,62.0,55.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
S0002,37.0,ST04,ADANA,690.35,3587.69,3590.0,37.0,39.0,43.0,63.0,10.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,38.0,ST04,ADANA,762.254,2005.43,3424.55,38.0,39.0,87.0,81.0,16.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,39.0,ST04,ADANA,1297.51,2727.31,3673.0,39.0,39.0,113.0,95.0,25.0,5.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,40.0,ST04,ADANA,651.024,2934.19,3323.082,40.0,39.0,79.0,65.0,23.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,41.0,ST04,ADANA,633.684,2473.18,3385.921,41.0,39.0,68.0,25.0,15.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,42.0,ST04,ADANA,726.4300000000001,2843.8199999999997,3691.516,42.0,39.0,62.0,25.0,19.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,43.0,ST04,ADANA,599.052,2153.29,3556.029,43.0,39.0,58.0,28.0,35.0,6.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
S0002,44.0,ST04,ADANA,584.172,2007.78,3561.421,44.0,39.0,57.0,24.0,27.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
S0002,45.0,ST04,ADANA,606.361,2096.73,3564.641,45.0,39.0,61.0,25.0,33.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,46.0,ST04,ADANA,590.567,2225.73,3741.893,46.0,39.0,86.0,31.0,39.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,47.0,ST04,ADANA,622.694,2083.53,3830.175,47.0,39.0,104.0,21.0,32.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,48.0,ST04,ADANA,586.073,2087.13,3769.549,48.0,39.0,69.0,29.0,24.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,49.0,ST04,ADANA,737.452,2396.83,3645.804,49.0,39.0,42.0,35.0,21.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,50.0,ST04,ADANA,562.615,2187.45,3523.882,50.0,39.0,84.0,31.0,29.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,51.0,ST04,ADANA,2287.532,3126.87,7112.7919999999995,51.0,39.0,117.0,31.0,41.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,52.0,ST04,ADANA,695.601,2554.2799999999997,4278.298,52.0,39.0,124.0,21.0,38.0,25.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,53.0,ST04,ADANA,878.187,3334.23,3976.504,1.0,39.0,92.0,41.0,46.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S0002,54.0,ST04,ADANA,667.4639999999999,2459.0699999999997,4060.0,2.0,39.0,46.0,48.0,51.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,55.0,ST04,ADANA,738.692,4959.87,4088.25,3.0,39.0,68.0,69.0,48.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,56.0,ST04,ADANA,722.04,2531.08,3773.504,4.0,39.0,73.0,64.0,34.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,57.0,ST04,ADANA,670.712,2651.46,4174.048,5.0,39.0,53.0,32.0,58.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,58.0,ST04,ADANA,806.762,3318.19,4074.354,6.0,39.0,45.0,10.0,97.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,59.0,ST04,ADANA,791.4259999999999,2792.04,4062.384,7.0,39.0,47.0,19.0,60.0,16.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,60.0,ST04,ADANA,729.528,4462.69,3937.8,8.0,39.0,39.0,29.0,25.0,17.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,61.0,ST04,ADANA,744.852,3136.89,3797.556,9.0,39.0,64.0,52.0,33.0,7.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,62.0,ST04,ADANA,721.9159999999999,2562.0099999999998,3629.0,10.0,39.0,87.0,69.0,25.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,63.0,ST04,ADANA,558.372,2032.89,3626.702,11.0,39.0,110.0,60.0,24.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,64.0,ST04,ADANA,635.664,2546.42,3813.0,12.0,39.0,126.0,70.0,34.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,65.0,ST04,ADANA,538.93,2000.69,3762.45,13.0,39.0,118.0,60.0,51.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,66.0,ST04,ADANA,613.112,2254.15,3681.112,14.0,39.0,111.0,65.0,71.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,67.0,ST04,ADANA,747.836,2971.12,3861.0,15.0,39.0,138.0,75.0,45.0,31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,68.0,ST04,ADANA,763.4960000000001,3148.83,4070.24,16.0,39.0,156.0,70.0,29.0,45.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,69.0,ST04,ADANA,660.178,3013.51,4013.346,17.0,39.0,127.0,62.0,43.0,38.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,70.0,ST04,ADANA,704.152,3624.29,4002.26,18.0,39.0,109.0,59.0,78.0,31.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,71.0,ST04,ADANA,781.046,3577.06,4325.136,19.0,39.0,121.0,55.0,62.0,65.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,72.0,ST04,ADANA,1108.262,7796.5599999999995,4398.998,20.0,39.0,114.0,71.0,35.0,69.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,73.0,ST04,ADANA,1090.374,13731.16,4547.674,21.0,39.0,120.0,79.0,25.0,49.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,74.0,ST04,ADANA,665.346,4436.39,4267.898,22.0,39.0,121.0,89.0,21.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,75.0,ST04,ADANA,671.384,3603.06,4143.032,23.0,39.0,90.0,48.0,49.0,44.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,76.0,ST04,ADANA,799.742,4009.9900000000002,4003.154,24.0,39.0,81.0,28.0,71.0,62.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,77.0,ST04,ADANA,590.8,2837.63,3820.534,25.0,39.0,101.0,36.0,47.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,78.0,ST04,ADANA,583.826,2808.51,3999.664,26.0,39.0,119.0,37.0,30.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
S0002,79.0,ST04,ADANA,596.56,2346.45,3907.0,27.0,39.0,110.0,48.0,37.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,80.0,ST04,ADANA,650.06,2649.95,4030.308,28.0,39.0,119.0,62.0,61.0,25.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
S0002,81.0,ST04,ADANA,614.3679999999999,3068.91,3980.5,29.0,39.0,95.0,50.0,36.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
S0002,82.0,ST04,ADANA,549.926,2343.79,3903.0,30.0,39.0,77.0,46.0,21.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,83.0,ST04,ADANA,624.6,2610.58,3871.0,31.0,39.0,101.0,60.0,37.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,84.0,ST04,ADANA,817.3820000000001,3218.7200000000003,3971.0,32.0,39.0,126.0,73.0,49.0,9.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,85.0,ST04,ADANA,790.58,3206.64,3858.252,33.0,39.0,121.0,101.0,41.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,86.0,ST04,ADANA,555.172,2152.37,3773.0,34.0,39.0,107.0,100.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,87.0,ST04,ADANA,621.0,2381.59,3886.0,35.0,39.0,113.0,95.0,57.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
S0002,88.0,ST04,ADANA,747.0,2904.98,3841.0,36.0,39.0,118.0,98.0,60.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
S0002,89.0,ST04,ADANA,886.976,6333.15,3939.0,37.0,39.0,109.0,56.0,31.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,90.0,ST04,ADANA,796.2719999999999,2753.73,3919.272,38.0,39.0,110.0,41.0,14.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,91.0,ST04,ADANA,788.5889999999999,2741.11,4165.334,39.0,39.0,85.0,57.0,14.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S0002,92.0,ST04,ADANA,781.687,3714.5,4069.437,40.0,39.0,66.0,61.0,14.0,36.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,93.0,ST04,ADANA,1131.4940000000001,4459.9,4110.762,41.0,39.0,70.0,56.0,10.0,54.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,94.0,ST04,ADANA,913.903,3638.16,3533.86,42.0,39.0,80.0,57.0,15.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,95.0,ST04,ADANA,519.396,2588.56,3338.883,43.0,39.0,63.0,29.0,28.0,19.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
S0002,96.0,ST04,ADANA,519.905,2830.5,3524.463,44.0,39.0,56.0,14.0,40.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
S0002,97.0,ST04,ADANA,572.02,2561.4700000000003,3902.912,45.0,39.0,67.0,25.0,39.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,98.0,ST04,ADANA,558.512,2550.94,4153.262,46.0,39.0,80.0,35.0,37.0,29.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,99.0,ST04,ADANA,659.308,2607.1,4280.848,47.0,39.0,75.0,50.0,27.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,100.0,ST04,ADANA,623.534,2610.98,4071.786,48.0,39.0,81.0,61.0,21.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,101.0,ST04,ADANA,635.191,3123.2,4142.818,49.0,39.0,86.0,64.0,35.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,102.0,ST04,ADANA,701.903,3450.06,4614.048,50.0,39.0,98.0,76.0,45.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,103.0,ST04,ADANA,976.011,3546.61,4533.046,51.0,39.0,89.0,63.0,70.0,33.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S0002,104.0,ST04,ADANA,771.922,2941.19,4308.735,52.0,39.0,98.0,59.0,85.0,38.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,105.0,ST04,ADANA,653.7099999999999,2553.21,3984.793,1.0,39.0,58.0,28.0,32.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S0002,106.0,ST04,ADANA,660.2249999999999,3053.83,4191.243,2.0,39.0,76.0,28.0,23.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,107.0,ST04,ADANA,732.135,4997.78,4149.468,3.0,39.0,130.0,66.0,40.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,108.0,ST04,ADANA,796.7950000000001,3580.74,4029.213,4.0,39.0,140.0,91.0,59.0,23.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,109.0,ST04,ADANA,917.4749999999999,4096.85,4735.536,5.0,39.0,107.0,54.0,32.0,57.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,110.0,ST04,ADANA,1159.095,5840.030000000001,4622.613,6.0,39.0,87.0,55.0,16.0,69.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,111.0,ST04,ADANA,784.905,4542.51,4198.823,7.0,39.0,99.0,60.0,50.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,112.0,ST04,ADANA,575.0,3683.56,4111.0,8.0,39.0,114.0,38.0,78.0,52.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,113.0,ST04,ADANA,640.0,3547.58,3939.0,9.0,39.0,108.0,56.0,43.0,34.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,114.0,ST04,ADANA,1155.0,4597.84,4638.0,10.0,39.0,115.0,89.0,39.0,35.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,115.0,ST04,ADANA,832.0,3984.73,4091.0,11.0,39.0,116.0,58.0,51.0,39.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,116.0,ST04,ADANA,681.0,3575.84,4098.0,12.0,39.0,127.0,51.0,65.0,41.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002,117.0,ST04,ADANA,571.0,3169.98,4382.0,13.0,39.0,118.0,48.0,57.0,44.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,118.0,ST04,ADANA,711.0,3594.56,4474.0,14.0,39.0,125.0,36.0,64.0,60.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,119.0,ST04,ADANA,627.0,3648.7200000000003,4408.0,15.0,39.0,128.0,47.0,63.0,37.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,120.0,ST04,ADANA,621.0,3747.2599999999998,4607.0,16.0,39.0,123.0,53.0,100.0,58.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,121.0,ST04,ADANA,564.0,2673.85,4436.0,17.0,39.0,114.0,45.0,110.0,45.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,122.0,ST04,ADANA,614.0,3731.34,4374.0,18.0,39.0,98.0,72.0,116.0,33.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,123.0,ST04,ADANA,791.0,5314.1,4512.0,19.0,39.0,83.0,95.0,110.0,55.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,124.0,ST04,ADANA,565.0,2925.18,4451.0,20.0,39.0,101.0,99.0,71.0,51.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S0002,125.0,ST04,ADANA,533.0,2664.43,4237.0,21.0,39.0,107.0,81.0,65.0,40.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S0002,126.0,ST04,ADANA,664.0,4149.6,4369.0,22.0,39.0,105.0,90.0,98.0,76.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
